Bridge Rank,edge_u,edge_v,u_lon,u_lat,v_lon,v_lat,strike_frequency,Gauge,Total trips,Intact trips,Rerouted trips,Blocked trips,Reroute rate,Blocked rate,Avg detour (mi),Avg delay (min)
139,"(0.3005656, 52.4081204)","(0.2991523, 52.4077336)",0.3005656,52.4081204,0.2991523,52.4077336,8,GAUGE 10,864,864,0,0,0.0,0.0,0.0,0.0
140,"(-2.184042, 53.0099122)","(-2.1838688, 53.0098124)",-2.184042,53.0099122,-2.1838688,53.0098124,8,GAUGE 6,5211,5200,11,0,0.002110919209364805,0.0,5.335150381706463,13.090909090909092
140,"(-2.184042, 53.0099122)","(-2.1838688, 53.0098124)",-2.184042,53.0099122,-2.1838688,53.0098124,8,GAUGE 10,864,858,6,0,0.006944444444444444,0.0,9.625079675250149,24.0
141,"(-1.5800162, 52.2865697)","(-1.5797875, 52.2865648)",-1.5800162,52.2865697,-1.5797875,52.2865648,8,GAUGE 6,5211,5188,23,0,0.004413740165035502,0.0,0.0048004280713095804,6.6521739130434785
141,"(-1.5800162, 52.2865697)","(-1.5797875, 52.2865648)",-1.5800162,52.2865697,-1.5797875,52.2865648,8,GAUGE 10,864,864,0,0,0.0,0.0,0.0,0.0
142,"(-0.1384101, 51.3164522)","(-0.1377423, 51.3171407)",-0.1384101,51.3164522,-0.1377423,51.3171407,8,GAUGE 6,5211,5206,5,0,0.0009595087315294569,0.0,0.0,2.6
142,"(-0.1384101, 51.3164522)","(-0.1377423, 51.3171407)",-0.1384101,51.3164522,-0.1377423,51.3171407,8,GAUGE 10,864,864,0,0,0.0,0.0,0.0,0.0
143,"(-1.6369289, 53.8052546)","(-1.6372437, 53.8053341)",-1.6369289,53.8052546,-1.6372437,53.8053341,7,GAUGE 6,5211,5200,11,0,0.002110919209364805,0.0,0.8188044417731494,6.0
143,"(-1.6369289, 53.8052546)","(-1.6372437, 53.8053341)",-1.6369289,53.8052546,-1.6372437,53.8053341,7,GAUGE 10,864,864,0,0,0.0,0.0,0.0,0.0
144,"(-0.2400719, 51.3458656)","(-0.2397487, 51.3460095)",-0.2400719,51.3458656,-0.2397487,51.3460095,7,GAUGE 6,5211,5210,1,0,0.00019190174630589137,0.0,0.1986900391782207,1.0
144,"(-0.2400719, 51.3458656)","(-0.2397487, 51.3460095)",-0.2400719,51.3458656,-0.2397487,51.3460095,7,GAUGE 10,864,864,0,0,0.0,0.0,0.0,0.0
145,"(-2.2262403, 52.34725)","(-2.2261573, 52.3471093)",-2.2262403,52.34725,-2.2261573,52.3471093,7,GAUGE 6,5211,5192,19,0,0.0036461331798119364,0.0,16.544550847600608,126.15789473684211
145,"(-2.2262403, 52.34725)","(-2.2261573, 52.3471093)",-2.2262403,52.34725,-2.2261573,52.3471093,7,GAUGE 10,864,864,0,0,0.0,0.0,0.0,0.0
146,"(0.0613104, 51.2082022)","(0.0610803, 51.2082246)",0.0613104,51.2082022,0.0610803,51.2082246,7,GAUGE 6,5211,5210,1,0,0.00019190174630589137,0.0,0.0,4.0
146,"(0.0613104, 51.2082022)","(0.0610803, 51.2082246)",0.0613104,51.2082022,0.0610803,51.2082246,7,GAUGE 10,864,864,0,0,0.0,0.0,0.0,0.0
147,"(-2.7235984, 53.3603088)","(-2.724114, 53.3602498)",-2.7235984,53.3603088,-2.724114,53.3602498,7,GAUGE 6,5211,5192,0,19,0.0,0.0036461331798119364,0.0,0.0
147,"(-2.7235984, 53.3603088)","(-2.724114, 53.3602498)",-2.7235984,53.3603088,-2.724114,53.3602498,7,GAUGE 10,864,864,0,0,0.0,0.0,0.0,0.0
148,"(-2.7304739, 53.4618716)","(-2.7305021, 53.4619422)",-2.7304739,53.4618716,-2.7305021,53.4619422,7,GAUGE 6,5211,5211,0,0,0.0,0.0,0.0,0.0
148,"(-2.7304739, 53.4618716)","(-2.7305021, 53.4619422)",-2.7304739,53.4618716,-2.7305021,53.4619422,7,GAUGE 10,864,864,0,0,0.0,0.0,0.0,0.0
149,"(-3.8364393, 56.0068012)","(-3.8365319, 56.0065807)",-3.8364393,56.0068012,-3.8365319,56.0065807,7,GAUGE 6,5211,5176,35,0,0.006716561120706199,0.0,0.08713153787075702,3.0
149,"(-3.8364393, 56.0068012)","(-3.8365319, 56.0065807)",-3.8364393,56.0068012,-3.8365319,56.0065807,7,GAUGE 10,864,847,17,0,0.019675925925925927,0.0,0.08825259470667056,3.0
150,"(-2.7317862, 53.2926898)","(-2.7320574, 53.2925825)",-2.7317862,53.2926898,-2.7320574,53.2925825,7,GAUGE 6,5211,5210,1,0,0.00019190174630589137,0.0,0.14386624667486103,0.0
150,"(-2.7317862, 53.2926898)","(-2.7320574, 53.2925825)",-2.7317862,53.2926898,-2.7320574,53.2925825,7,GAUGE 10,864,864,0,0,0.0,0.0,0.0,0.0
151,"(-3.563944, 51.5027868)","(-3.5308644, 51.5075788)",-3.563944,51.5027868,-3.5308644,51.5075788,7,GAUGE 6,5211,5027,184,0,0.035309921320284016,0.0,0.5046620132906744,5.440217391304348
151,"(-3.563944, 51.5027868)","(-3.5308644, 51.5075788)",-3.563944,51.5027868,-3.5308644,51.5075788,7,GAUGE 10,864,864,0,0,0.0,0.0,0.0,0.0
152,"(-2.9316088, 53.1792088)","(-2.9314012, 53.1792198)",-2.9316088,53.1792088,-2.9314012,53.1792198,7,GAUGE 6,5211,5210,1,0,0.00019190174630589137,0.0,27.851285948490215,76.0
152,"(-2.9316088, 53.1792088)","(-2.9314012, 53.1792198)",-2.9316088,53.1792088,-2.9314012,53.1792198,7,GAUGE 10,864,864,0,0,0.0,0.0,0.0,0.0
153,"(-1.3026972, 50.885429)","(-1.3022708, 50.8856234)",-1.3026972,50.885429,-1.3022708,50.8856234,7,GAUGE 6,5211,5201,10,0,0.0019190174630589138,0.0,0.014244158513343309,3.0
153,"(-1.3026972, 50.885429)","(-1.3022708, 50.8856234)",-1.3026972,50.885429,-1.3022708,50.8856234,7,GAUGE 10,864,864,0,0,0.0,0.0,0.0,0.0
154,"(-1.4879037, 50.9905306)","(-1.488, 50.9906205)",-1.4879037,50.9905306,-1.488,50.9906205,7,GAUGE 6,5211,5211,0,0,0.0,0.0,0.0,0.0
154,"(-1.4879037, 50.9905306)","(-1.488, 50.9906205)",-1.4879037,50.9905306,-1.488,50.9906205,7,GAUGE 10,864,864,0,0,0.0,0.0,0.0,0.0
155,"(-1.4987973, 50.9959962)","(-1.499068, 50.9962538)",-1.4987973,50.9959962,-1.499068,50.9962538,7,GAUGE 6,5211,5165,46,0,0.008827480330071004,0.0,1.5462616489247194,8.065217391304348
155,"(-1.4987973, 50.9959962)","(-1.499068, 50.9962538)",-1.4987973,50.9959962,-1.499068,50.9962538,7,GAUGE 10,864,864,0,0,0.0,0.0,0.0,0.0
156,"(-0.0418687, 51.4845592)","(-0.0458947, 51.486258)",-0.0418687,51.4845592,-0.0458947,51.486258,7,GAUGE 6,5211,5211,0,0,0.0,0.0,0.0,0.0
156,"(-0.0418687, 51.4845592)","(-0.0458947, 51.486258)",-0.0418687,51.4845592,-0.0458947,51.486258,7,GAUGE 10,864,864,0,0,0.0,0.0,0.0,0.0
157,"(-1.3741673, 52.7280483)","(-1.3739344, 52.7278027)",-1.3741673,52.7280483,-1.3739344,52.7278027,7,GAUGE 6,5211,5211,0,0,0.0,0.0,0.0,0.0
157,"(-1.3741673, 52.7280483)","(-1.3739344, 52.7278027)",-1.3741673,52.7280483,-1.3739344,52.7278027,7,GAUGE 10,864,864,0,0,0.0,0.0,0.0,0.0
158,"(-1.3124521, 53.507741)","(-1.3125251, 53.5075016)",-1.3124521,53.507741,-1.3125251,53.5075016,7,GAUGE 6,5211,5172,39,0,0.007484168105929764,0.0,0.9714807305291675,2.051282051282051
158,"(-1.3124521, 53.507741)","(-1.3125251, 53.5075016)",-1.3124521,53.507741,-1.3125251,53.5075016,7,GAUGE 10,864,864,0,0,0.0,0.0,0.0,0.0
159,"(-0.1154768, 51.4086799)","(-0.1156301, 51.4087493)",-0.1154768,51.4086799,-0.1156301,51.4087493,7,GAUGE 6,5211,5211,0,0,0.0,0.0,0.0,0.0
159,"(-0.1154768, 51.4086799)","(-0.1156301, 51.4087493)",-0.1154768,51.4086799,-0.1156301,51.4087493,7,GAUGE 10,864,864,0,0,0.0,0.0,0.0,0.0
160,"(-3.2018926, 51.4774217)","(-3.20156, 51.4773558)",-3.2018926,51.4774217,-3.20156,51.4773558,7,GAUGE 6,5211,5027,184,0,0.035309921320284016,0.0,0.5046620132906744,5.440217391304348
160,"(-3.2018926, 51.4774217)","(-3.20156, 51.4773558)",-3.2018926,51.4774217,-3.20156,51.4773558,7,GAUGE 10,864,864,0,0,0.0,0.0,0.0,0.0
161,"(-0.1472016, 51.228348)","(-0.1407633, 51.2276724)",-0.1472016,51.228348,-0.1407633,51.2276724,7,GAUGE 6,5211,5208,3,0,0.0005757052389176742,0.0,12.700035082058172,20.333333333333332
161,"(-0.1472016, 51.228348)","(-0.1407633, 51.2276724)",-0.1472016,51.228348,-0.1407633,51.2276724,7,GAUGE 10,864,864,0,0,0.0,0.0,0.0,0.0
162,"(-0.9728866, 53.6157413)","(-0.9732404, 53.6153775)",-0.9728866,53.6157413,-0.9732404,53.6153775,7,GAUGE 6,5211,5113,98,0,0.018806371137977354,0.0,0.7375577665383066,3.0
162,"(-0.9728866, 53.6157413)","(-0.9732404, 53.6153775)",-0.9728866,53.6157413,-0.9732404,53.6153775,7,GAUGE 10,864,864,0,0,0.0,0.0,0.0,0.0
163,"(-1.0931382, 51.8767471)","(-1.0934686, 51.8769886)",-1.0931382,51.8767471,-1.0934686,51.8769886,7,GAUGE 6,5211,5210,1,0,0.00019190174630589137,0.0,3.8800983406346248,16.0
163,"(-1.0931382, 51.8767471)","(-1.0934686, 51.8769886)",-1.0931382,51.8767471,-1.0934686,51.8769886,7,GAUGE 10,864,864,0,0,0.0,0.0,0.0,0.0
164,"(-3.1823648, 55.952794)","(-3.1832747, 55.9526001)",-3.1823648,55.952794,-3.1832747,55.9526001,7,GAUGE 6,5211,5211,0,0,0.0,0.0,0.0,0.0
164,"(-3.1823648, 55.952794)","(-3.1832747, 55.9526001)",-3.1823648,55.952794,-3.1832747,55.9526001,7,GAUGE 10,864,864,0,0,0.0,0.0,0.0,0.0
165,"(-3.2326529, 51.6441106)","(-3.2248209, 51.6517273)",-3.2326529,51.6441106,-3.2248209,51.6517273,7,GAUGE 6,5211,5211,0,0,0.0,0.0,0.0,0.0
165,"(-3.2326529, 51.6441106)","(-3.2248209, 51.6517273)",-3.2326529,51.6441106,-3.2248209,51.6517273,7,GAUGE 10,864,864,0,0,0.0,0.0,0.0,0.0
166,"(-1.9160695, 50.7278051)","(-1.9158723, 50.7278833)",-1.9160695,50.7278051,-1.9158723,50.7278833,7,GAUGE 6,5211,5211,0,0,0.0,0.0,0.0,0.0
166,"(-1.9160695, 50.7278051)","(-1.9158723, 50.7278833)",-1.9160695,50.7278051,-1.9158723,50.7278833,7,GAUGE 10,864,864,0,0,0.0,0.0,0.0,0.0
167,"(-1.8310017, 52.6756028)","(-1.8311892, 52.6754821)",-1.8310017,52.6756028,-1.8311892,52.6754821,7,GAUGE 6,5211,5211,0,0,0.0,0.0,0.0,0.0
167,"(-1.8310017, 52.6756028)","(-1.8311892, 52.6754821)",-1.8310017,52.6756028,-1.8311892,52.6754821,7,GAUGE 10,864,864,0,0,0.0,0.0,0.0,0.0
168,"(-1.928589, 52.7685401)","(-1.928354, 52.768307)",-1.928589,52.7685401,-1.928354,52.768307,7,GAUGE 6,5211,4962,249,0,0.04778353483016695,0.0,0.061635573797796765,4.763052208835341
168,"(-1.928589, 52.7685401)","(-1.928354, 52.768307)",-1.928589,52.7685401,-1.928354,52.768307,7,GAUGE 10,864,769,95,0,0.1099537037037037,0.0,0.1260325294001643,5.378947368421053
169,"(-0.1007099, 51.430849)","(-0.1025555, 51.4313782)",-0.1007099,51.430849,-0.1025555,51.4313782,7,GAUGE 6,5211,5207,4,0,0.0007676069852235655,0.0,1.2264167862641768,8.75
169,"(-0.1007099, 51.430849)","(-0.1025555, 51.4313782)",-0.1007099,51.430849,-0.1025555,51.4313782,7,GAUGE 10,864,864,0,0,0.0,0.0,0.0,0.0
170,"(-0.0906165, 51.6535197)","(-0.0905755, 51.6536774)",-0.0906165,51.6535197,-0.0905755,51.6536774,7,GAUGE 6,5211,5211,0,0,0.0,0.0,0.0,0.0
170,"(-0.0906165, 51.6535197)","(-0.0905755, 51.6536774)",-0.0906165,51.6535197,-0.0905755,51.6536774,7,GAUGE 10,864,864,0,0,0.0,0.0,0.0,0.0
171,"(-4.0320708, 52.4341422)","(-4.0319392, 52.4338968)",-4.0320708,52.4341422,-4.0319392,52.4338968,7,GAUGE 6,5211,5211,0,0,0.0,0.0,0.0,0.0
171,"(-4.0320708, 52.4341422)","(-4.0319392, 52.4338968)",-4.0320708,52.4341422,-4.0319392,52.4338968,7,GAUGE 10,864,864,0,0,0.0,0.0,0.0,0.0
172,"(0.5635628, 51.6240575)","(0.5646015, 51.6245351)",0.5635628,51.6240575,0.5646015,51.6245351,7,GAUGE 6,5211,5211,0,0,0.0,0.0,0.0,0.0
172,"(0.5635628, 51.6240575)","(0.5646015, 51.6245351)",0.5635628,51.6240575,0.5646015,51.6245351,7,GAUGE 10,864,864,0,0,0.0,0.0,0.0,0.0
173,"(-4.1534117, 52.9340652)","(-4.1536185, 52.9340653)",-4.1534117,52.9340652,-4.1536185,52.9340653,7,GAUGE 6,5211,5211,0,0,0.0,0.0,0.0,0.0
173,"(-4.1534117, 52.9340652)","(-4.1536185, 52.9340653)",-4.1534117,52.9340652,-4.1536185,52.9340653,7,GAUGE 10,864,864,0,0,0.0,0.0,0.0,0.0
174,"(0.49045, 51.3961341)","(0.4906324, 51.3962546)",0.49045,51.3961341,0.4906324,51.3962546,6,GAUGE 6,5211,5198,13,0,0.002494722701976588,0.0,0.03882286827626302,7.153846153846154
174,"(0.49045, 51.3961341)","(0.4906324, 51.3962546)",0.49045,51.3961341,0.4906324,51.3962546,6,GAUGE 10,864,864,0,0,0.0,0.0,0.0,0.0
175,"(0.4937732, 51.3970729)","(0.4932743, 51.3970545)",0.4937732,51.3970729,0.4932743,51.3970545,6,GAUGE 6,5211,5198,13,0,0.002494722701976588,0.0,0.03882286827626302,7.153846153846154
175,"(0.4937732, 51.3970729)","(0.4932743, 51.3970545)",0.4937732,51.3970729,0.4932743,51.3970545,6,GAUGE 10,864,864,0,0,0.0,0.0,0.0,0.0
176,"(1.2974023, 51.134051)","(1.2975964, 51.1339279)",1.2974023,51.134051,1.2975964,51.1339279,6,GAUGE 6,5211,5210,1,0,0.00019190174630589137,0.0,18.960863464857663,72.0
176,"(1.2974023, 51.134051)","(1.2975964, 51.1339279)",1.2974023,51.134051,1.2975964,51.1339279,6,GAUGE 10,864,864,0,0,0.0,0.0,0.0,0.0
177,"(-2.4703583, 53.7606164)","(-2.4700901, 53.7603119)",-2.4703583,53.7606164,-2.4700901,53.7603119,6,GAUGE 6,5211,5176,35,0,0.006716561120706199,0.0,30.397855610273407,76.08571428571429
177,"(-2.4703583, 53.7606164)","(-2.4700901, 53.7603119)",-2.4703583,53.7606164,-2.4700901,53.7603119,6,GAUGE 10,864,864,0,0,0.0,0.0,0.0,0.0
178,"(-2.4116757, 53.6120844)","(-2.4116177, 53.6122664)",-2.4116757,53.6120844,-2.4116177,53.6122664,6,GAUGE 6,5211,5211,0,0,0.0,0.0,0.0,0.0
178,"(-2.4116757, 53.6120844)","(-2.4116177, 53.6122664)",-2.4116757,53.6120844,-2.4116177,53.6122664,6,GAUGE 10,864,864,0,0,0.0,0.0,0.0,0.0
179,"(-2.3583725, 53.4847221)","(-2.3581604, 53.484735)",-2.3583725,53.4847221,-2.3581604,53.484735,6,GAUGE 6,5211,5036,175,0,0.03358280560353099,0.0,8.812402576848756e-05,4.514285714285714
179,"(-2.3583725, 53.4847221)","(-2.3581604, 53.484735)",-2.3583725,53.4847221,-2.3581604,53.484735,6,GAUGE 10,864,805,59,0,0.06828703703703703,0.0,0.00013494848406146425,4.440677966101695
180,"(-1.8738341, 52.506568)","(-1.873781, 52.5064095)",-1.8738341,52.506568,-1.873781,52.5064095,6,GAUGE 6,5211,5211,0,0,0.0,0.0,0.0,0.0
180,"(-1.8738341, 52.506568)","(-1.873781, 52.5064095)",-1.8738341,52.506568,-1.873781,52.5064095,6,GAUGE 10,864,860,4,0,0.004629629629629629,0.0,0.01834642194998537,7.0
181,"(-0.1022858, 51.467836)","(-0.1019008, 51.4640583)",-0.1022858,51.467836,-0.1019008,51.4640583,6,GAUGE 6,5211,5211,0,0,0.0,0.0,0.0,0.0
181,"(-0.1022858, 51.467836)","(-0.1019008, 51.4640583)",-0.1022858,51.467836,-0.1019008,51.4640583,6,GAUGE 10,864,864,0,0,0.0,0.0,0.0,0.0
182,"(-0.8996885, 51.4387476)","(-0.9000584, 51.438812)",-0.8996885,51.4387476,-0.9000584,51.438812,6,GAUGE 6,5211,5160,0,51,0.0,0.00978698906160046,0.0,0.0
182,"(-0.8996885, 51.4387476)","(-0.9000584, 51.438812)",-0.8996885,51.4387476,-0.9000584,51.438812,6,GAUGE 10,864,864,0,0,0.0,0.0,0.0,0.0
183,"(-0.9095569, 52.4785431)","(-0.9094707, 52.4789678)",-0.9095569,52.4785431,-0.9094707,52.4789678,6,GAUGE 6,5211,5135,76,0,0.014584532719247745,0.0,6.784841446886663,22.06578947368421
183,"(-0.9095569, 52.4785431)","(-0.9094707, 52.4789678)",-0.9095569,52.4785431,-0.9094707,52.4789678,6,GAUGE 10,864,864,0,0,0.0,0.0,0.0,0.0
184,"(-1.8373983, 53.6903672)","(-1.8385077, 53.6904415)",-1.8373983,53.6903672,-1.8385077,53.6904415,6,GAUGE 6,5211,5206,5,0,0.0009595087315294569,0.0,0.0,8.4
184,"(-1.8373983, 53.6903672)","(-1.8385077, 53.6904415)",-1.8373983,53.6903672,-1.8385077,53.6904415,6,GAUGE 10,864,864,0,0,0.0,0.0,0.0,0.0
185,"(-1.8175807, 51.0727436)","(-1.8177363, 51.0728044)",-1.8175807,51.0727436,-1.8177363,51.0728044,6,GAUGE 6,5211,5209,2,0,0.00038380349261178274,0.0,31.216152807505573,93.5
185,"(-1.8175807, 51.0727436)","(-1.8177363, 51.0728044)",-1.8175807,51.0727436,-1.8177363,51.0728044,6,GAUGE 10,864,864,0,0,0.0,0.0,0.0,0.0
186,"(-2.6776796, 53.6786035)","(-2.6776184, 53.6784648)",-2.6776796,53.6786035,-2.6776184,53.6784648,6,GAUGE 6,5211,5211,0,0,0.0,0.0,0.0,0.0
186,"(-2.6776796, 53.6786035)","(-2.6776184, 53.6784648)",-2.6776796,53.6786035,-2.6776184,53.6784648,6,GAUGE 10,864,864,0,0,0.0,0.0,0.0,0.0
187,"(-2.9549381, 53.4792865)","(-2.9549892, 53.4791412)",-2.9549381,53.4792865,-2.9549892,53.4791412,6,GAUGE 6,5211,5211,0,0,0.0,0.0,0.0,0.0
187,"(-2.9549381, 53.4792865)","(-2.9549892, 53.4791412)",-2.9549381,53.4792865,-2.9549892,53.4791412,6,GAUGE 10,864,864,0,0,0.0,0.0,0.0,0.0
188,"(-2.9991031, 53.3501259)","(-2.9991877, 53.3502958)",-2.9991031,53.3501259,-2.9991877,53.3502958,6,GAUGE 6,5211,5208,3,0,0.0005757052389176742,0.0,1.0574680090184359,2.0
188,"(-2.9991031, 53.3501259)","(-2.9991877, 53.3502958)",-2.9991031,53.3501259,-2.9991877,53.3502958,6,GAUGE 10,864,864,0,0,0.0,0.0,0.0,0.0
189,"(-1.3057066, 53.4871306)","(-1.3057082, 53.4872246)",-1.3057066,53.4871306,-1.3057082,53.4872246,6,GAUGE 6,5211,5203,8,0,0.001535213970447131,0.0,0.002639502804218097,3.5
189,"(-1.3057066, 53.4871306)","(-1.3057082, 53.4872246)",-1.3057066,53.4871306,-1.3057082,53.4872246,6,GAUGE 10,864,864,0,0,0.0,0.0,0.0,0.0
190,"(-3.0551346, 53.157874)","(-3.0551317, 53.1576588)",-3.0551346,53.157874,-3.0551317,53.1576588,6,GAUGE 6,5211,5209,2,0,0.00038380349261178274,0.0,0.25663162096091696,0.0
190,"(-3.0551346, 53.157874)","(-3.0551317, 53.1576588)",-3.0551346,53.157874,-3.0551317,53.1576588,6,GAUGE 10,864,864,0,0,0.0,0.0,0.0,0.0
191,"(-1.0964814, 53.6917557)","(-1.0965701, 53.6914739)",-1.0964814,53.6917557,-1.0965701,53.6914739,6,GAUGE 6,5211,5113,98,0,0.018806371137977354,0.0,1.7856427000480841,1.5204081632653061
191,"(-1.0964814, 53.6917557)","(-1.0965701, 53.6914739)",-1.0964814,53.6917557,-1.0965701,53.6914739,6,GAUGE 10,864,847,17,0,0.019675925925925927,0.0,0.020381841418732033,2.0588235294117645
192,"(-2.8692508, 56.467105)","(-2.8696978, 56.4671323)",-2.8692508,56.467105,-2.8696978,56.4671323,6,GAUGE 6,5211,5205,6,0,0.0011514104778353484,0.0,0.015564672152531026,2.0
192,"(-2.8692508, 56.467105)","(-2.8696978, 56.4671323)",-2.8692508,56.467105,-2.8696978,56.4671323,6,GAUGE 10,864,864,0,0,0.0,0.0,0.0,0.0
193,"(-1.6179842, 55.095594)","(-1.6177921, 55.0955723)",-1.6179842,55.095594,-1.6177921,55.0955723,6,GAUGE 6,5211,5211,0,0,0.0,0.0,0.0,0.0
193,"(-1.6179842, 55.095594)","(-1.6177921, 55.0955723)",-1.6179842,55.095594,-1.6177921,55.0955723,6,GAUGE 10,864,864,0,0,0.0,0.0,0.0,0.0
194,"(-2.2576319, 53.482034)","(-2.2625961, 53.4810521)",-2.2576319,53.482034,-2.2625961,53.4810521,6,GAUGE 6,5211,5208,3,0,0.0005757052389176742,0.0,0.3988388572381181,8.0
194,"(-2.2576319, 53.482034)","(-2.2625961, 53.4810521)",-2.2576319,53.482034,-2.2625961,53.4810521,6,GAUGE 10,864,859,5,0,0.005787037037037037,0.0,0.13384459866093001,4.4
195,"(-1.6033376, 52.7644041)","(-1.6031995, 52.7643184)",-1.6033376,52.7644041,-1.6031995,52.7643184,6,GAUGE 6,5211,5210,1,0,0.00019190174630589137,0.0,0.23615014677500312,0.0
195,"(-1.6033376, 52.7644041)","(-1.6031995, 52.7643184)",-1.6033376,52.7644041,-1.6031995,52.7643184,6,GAUGE 10,864,864,0,0,0.0,0.0,0.0,0.0
196,"(-2.1871517, 53.4924148)","(-2.1874341, 53.4923941)",-2.1871517,53.4924148,-2.1874341,53.4923941,6,GAUGE 6,5211,5211,0,0,0.0,0.0,0.0,0.0
196,"(-2.1871517, 53.4924148)","(-2.1874341, 53.4923941)",-2.1871517,53.4924148,-2.1874341,53.4923941,6,GAUGE 10,864,864,0,0,0.0,0.0,0.0,0.0
197,"(-0.2829741, 51.4804678)","(-0.2831428, 51.4802656)",-0.2829741,51.4804678,-0.2831428,51.4802656,6,GAUGE 6,5211,5211,0,0,0.0,0.0,0.0,0.0
197,"(-0.2829741, 51.4804678)","(-0.2831428, 51.4802656)",-0.2829741,51.4804678,-0.2831428,51.4802656,6,GAUGE 10,864,864,0,0,0.0,0.0,0.0,0.0
198,"(-0.3693012, 51.379585)","(-0.3743264, 51.3793715)",-0.3693012,51.379585,-0.3743264,51.3793715,6,GAUGE 6,5211,5211,0,0,0.0,0.0,0.0,0.0
198,"(-0.3693012, 51.379585)","(-0.3743264, 51.3793715)",-0.3693012,51.379585,-0.3743264,51.3793715,6,GAUGE 10,864,864,0,0,0.0,0.0,0.0,0.0
199,"(-2.4403447, 53.1026085)","(-2.4402705, 53.1024695)",-2.4403447,53.1026085,-2.4402705,53.1024695,6,GAUGE 6,5211,5184,27,0,0.0051813471502590676,0.0,0.014163965058163482,2.2962962962962963
199,"(-2.4403447, 53.1026085)","(-2.4402705, 53.1024695)",-2.4403447,53.1026085,-2.4402705,53.1024695,6,GAUGE 10,864,853,11,0,0.01273148148148148,0.0,0.023177397367903876,2.727272727272727
200,"(-0.2653124, 51.3361902)","(-0.2651842, 51.3363392)",-0.2653124,51.3361902,-0.2651842,51.3363392,6,GAUGE 6,5211,5204,7,0,0.0013433122241412398,0.0,1.8983577827090083,16.428571428571427
200,"(-0.2653124, 51.3361902)","(-0.2651842, 51.3363392)",-0.2653124,51.3361902,-0.2651842,51.3363392,6,GAUGE 10,864,864,0,0,0.0,0.0,0.0,0.0
201,"(-0.3477724, 51.3803844)","(-0.3481401, 51.3803573)",-0.3477724,51.3803844,-0.3481401,51.3803573,6,GAUGE 6,5211,5209,2,0,0.00038380349261178274,0.0,0.11519825669518013,6.5
201,"(-0.3477724, 51.3803844)","(-0.3481401, 51.3803573)",-0.3477724,51.3803844,-0.3481401,51.3803573,6,GAUGE 10,864,864,0,0,0.0,0.0,0.0,0.0
202,"(1.1046996, 52.076233)","(1.1047464, 52.0761006)",1.1046996,52.076233,1.1047464,52.0761006,6,GAUGE 6,5211,5209,2,0,0.00038380349261178274,0.0,0.0,9.0
202,"(1.1046996, 52.076233)","(1.1047464, 52.0761006)",1.1046996,52.076233,1.1047464,52.0761006,6,GAUGE 10,864,864,0,0,0.0,0.0,0.0,0.0
203,"(np.float64(0.7689454), np.float64(51.9715647))","(0.7688897, 51.9716784)",0.7689454,51.9715647,0.7688897,51.9716784,6,GAUGE 6,5211,5211,0,0,0.0,0.0,0.0,0.0
203,"(np.float64(0.7689454), np.float64(51.9715647))","(0.7688897, 51.9716784)",0.7689454,51.9715647,0.7688897,51.9716784,6,GAUGE 10,864,864,0,0,0.0,0.0,0.0,0.0
204,"(-4.9136755, 51.6804471)","(-4.9135001, 51.6803719)",-4.9136755,51.6804471,-4.9135001,51.6803719,6,GAUGE 6,5211,5211,0,0,0.0,0.0,0.0,0.0
204,"(-4.9136755, 51.6804471)","(-4.9135001, 51.6803719)",-4.9136755,51.6804471,-4.9135001,51.6803719,6,GAUGE 10,864,864,0,0,0.0,0.0,0.0,0.0
205,"(0.8079075, 52.2499256)","(0.807705, 52.2499337)",0.8079075,52.2499256,0.807705,52.2499337,6,GAUGE 6,5211,5210,1,0,0.00019190174630589137,0.0,9.12368820631999,4.0
205,"(0.8079075, 52.2499256)","(0.807705, 52.2499337)",0.8079075,52.2499256,0.807705,52.2499337,6,GAUGE 10,864,864,0,0,0.0,0.0,0.0,0.0
206,"(-4.6257165, 55.4508446)","(-4.6257895, 55.4510241)",-4.6257165,55.4508446,-4.6257895,55.4510241,6,GAUGE 6,5211,5208,3,0,0.0005757052389176742,0.0,37.614494167634604,149.0
206,"(-4.6257165, 55.4508446)","(-4.6257895, 55.4510241)",-4.6257165,55.4508446,-4.6257895,55.4510241,6,GAUGE 10,864,864,0,0,0.0,0.0,0.0,0.0
207,"(0.159869, 52.2000672)","(0.1599795, 52.1998989)",0.159869,52.2000672,0.1599795,52.1998989,6,GAUGE 6,5211,5210,1,0,0.00019190174630589137,0.0,9.123238175622625,3.0
207,"(0.159869, 52.2000672)","(0.1599795, 52.1998989)",0.159869,52.2000672,0.1599795,52.1998989,6,GAUGE 10,864,864,0,0,0.0,0.0,0.0,0.0
208,"(-0.4368014, 51.7024722)","(-0.4367536, 51.7023309)",-0.4368014,51.7024722,-0.4367536,51.7023309,6,GAUGE 6,5211,4782,429,0,0.08232584916522741,0.0,14.075097476910368,40.99067599067599
208,"(-0.4368014, 51.7024722)","(-0.4367536, 51.7023309)",-0.4368014,51.7024722,-0.4367536,51.7023309,6,GAUGE 10,864,864,0,0,0.0,0.0,0.0,0.0
209,"(-1.3035867, 53.3502529)","(-1.3032631, 53.3502276)",-1.3035867,53.3502529,-1.3032631,53.3502276,6,GAUGE 6,5211,5075,136,0,0.02609863749760123,0.0,0.5973344343097481,6.823529411764706
